Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR12873151_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.005875900971482294)	(44.0, 0.0)	(45.0, 0.052883108743340644)	(46.0, 0.05092447508617988)	(47.0, 0.07246944531494828)	(48.0, 0.4818238796615481)	(49.0, 1.2045596991538703)	(50.0, 2.215214666248825)	(51.0, 5.830852397367596)	(52.0, 10.70589157004074)	(53.0, 14.266687558759008)	(54.0, 14.636869319962395)	(55.0, 12.32176433719837)	(56.0, 9.06651519899718)	(57.0, 11.079990598558446)	(58.0, 8.563146349106864)	(59.0, 4.408884362268881)	(60.0, 2.9281573174553435)	(61.0, 1.098793481667189)	(62.0, 0.3760576621748668)	(63.0, 0.21936696960200563)	(64.0, 0.266374177373864)	(65.0, 0.12339392040112818)	(66.0, 0.011751801942964588)	(67.0, 0.005875900971482294)	(68.0, 0.005875900971482294)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873151_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.007855922383486851)	(43.0, 0.029459708938075695)	(44.0, 0.033387670129819115)	(45.0, 0.019639805958717126)	(46.0, 0.1531904864779936)	(47.0, 0.5067069937349019)	(48.0, 0.6009780623367441)	(49.0, 1.038945735216136)	(50.0, 1.8756014690574856)	(51.0, 5.505037610228411)	(52.0, 13.317752420606086)	(53.0, 17.041459630378853)	(54.0, 18.98580042029185)	(55.0, 17.068955358721055)	(56.0, 10.552467741618713)	(57.0, 6.159043148653692)	(58.0, 3.444821965158984)	(59.0, 1.7950782646267456)	(60.0, 0.7777363159651982)	(61.0, 0.6049060235284875)	(62.0, 0.3358406818940629)	(63.0, 0.08641514621835536)	(64.0, 0.019639805958717126)	(65.0, 0.013747864171101989)	(66.0, 0.009819902979358563)	(67.0, 0.009819902979358563)	(68.0, 0.001963980595871713)	(69.0, 0.003927961191743426)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873152_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.009119372587166002)	(44.0, 0.01671884974313767)	(45.0, 0.021278536036720672)	(46.0, 0.037997385779858346)	(47.0, 0.05927592181657902)	(48.0, 0.2796607593397574)	(49.0, 1.1004042921846977)	(50.0, 2.2327263884244766)	(51.0, 4.258746998206523)	(52.0, 8.857950573000577)	(53.0, 12.905432106271089)	(54.0, 14.470924400401252)	(55.0, 14.40708879229109)	(56.0, 10.631668541204366)	(57.0, 9.268322339423047)	(58.0, 8.778916010578472)	(59.0, 5.579536127914399)	(60.0, 4.720795209289601)	(61.0, 1.702282882937654)	(62.0, 0.37085448521141745)	(63.0, 0.11551205277076937)	(64.0, 0.08511414414688269)	(65.0, 0.05927592181657902)	(66.0, 0.021278536036720672)	(67.0, 0.006079581724777335)	(68.0, 0.0015198954311943338)	(69.0, 0.0015198954311943338)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873152_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.001516185277840952)	(42.0, 0.006064741111363808)	(43.0, 0.02122659388977333)	(44.0, 0.03335607611250095)	(45.0, 0.015161852778409523)	(46.0, 0.02274277916761428)	(47.0, 0.1773936775073914)	(48.0, 0.44727465696308094)	(49.0, 1.0310059889318475)	(50.0, 1.7269350314608447)	(51.0, 3.4387082101432793)	(52.0, 9.063755590933212)	(53.0, 14.622090819498142)	(54.0, 16.41573800318399)	(55.0, 17.185960124327192)	(56.0, 13.977712076415738)	(57.0, 9.66416496095823)	(58.0, 6.502918656659844)	(59.0, 3.51906602986885)	(60.0, 1.206883481161398)	(61.0, 0.42453187779546664)	(62.0, 0.2774619058448943)	(63.0, 0.12584337806079904)	(64.0, 0.02880752027897809)	(65.0, 0.01364566750056857)	(66.0, 0.01971040861193238)	(67.0, 0.018194223334091427)	(68.0, 0.006064741111363808)	(69.0, 0.004548555833522857)	(70.0, 0.001516185277840952)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873153_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.007858700563861764)	(46.0, 0.03143480225544706)	(47.0, 0.29077192086288534)	(48.0, 1.3831312992396707)	(49.0, 1.9921805929389576)	(50.0, 4.2751331067408005)	(51.0, 9.019823572172342)	(52.0, 20.668382482956442)	(53.0, 17.426668500363466)	(54.0, 12.951138529244188)	(55.0, 9.95107958898996)	(56.0, 7.025678304092418)	(57.0, 4.4165897168903125)	(58.0, 3.7230593921295116)	(59.0, 4.357649462661349)	(60.0, 1.5678107624904223)	(61.0, 0.3713236016424684)	(62.0, 0.07662233049765221)	(63.0, 0.07072830507475589)	(64.0, 0.11395115817599559)	(65.0, 0.17485608754592427)	(66.0, 0.10019843218923752)	(67.0, 0.001964675140965441)	(68.0, 0.001964675140965441)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873153_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.0019425774117098565)	(46.0, 0.007770309646839426)	(47.0, 0.13792299623139984)	(48.0, 0.5886009557480866)	(49.0, 1.6142818291308907)	(50.0, 1.5870857453669527)	(51.0, 3.7394615175414736)	(52.0, 7.399277361202844)	(53.0, 13.908854267842575)	(54.0, 18.553556859240842)	(55.0, 18.5652123237111)	(56.0, 15.284199075333152)	(57.0, 11.334939197327014)	(58.0, 3.5859979020163952)	(59.0, 1.7541474027740005)	(60.0, 0.9907144799720269)	(61.0, 0.3924006371653911)	(62.0, 0.23699444422860252)	(63.0, 0.18648743152414624)	(64.0, 0.05244959011616613)	(65.0, 0.04273670305761684)	(66.0, 0.015540619293678852)	(67.0, 0.009712887058549283)	(68.0, 0.007770309646839426)	(69.0, 0.0019425774117098565)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873154_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0019252984212552947)	(40.0, 0.0)	(41.0, 0.0019252984212552947)	(42.0, 0.036580670003850596)	(43.0, 0.0)	(44.0, 0.007701193685021179)	(45.0, 0.01732768579129765)	(46.0, 0.05198305737389295)	(47.0, 0.19445514054678475)	(48.0, 0.6911821332306507)	(49.0, 1.3246053138236427)	(50.0, 2.966884867154409)	(51.0, 8.015017327685792)	(52.0, 11.86176357335387)	(53.0, 13.81786676934925)	(54.0, 15.107816711590297)	(55.0, 14.285714285714285)	(56.0, 11.347708894878707)	(57.0, 7.8917982287254524)	(58.0, 4.614940315748941)	(59.0, 4.256834809395457)	(60.0, 2.48363496341933)	(61.0, 0.6180207932229496)	(62.0, 0.2117828263380824)	(63.0, 0.09626492106276473)	(64.0, 0.06546014632268002)	(65.0, 0.021178282633808238)	(66.0, 0.005775895263765884)	(67.0, 0.0019252984212552947)	(68.0, 0.0019252984212552947)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873154_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0019337871287128713)	(39.0, 0.0019337871287128713)	(40.0, 0.0019337871287128713)	(41.0, 0.0038675742574257425)	(42.0, 0.0038675742574257425)	(43.0, 0.04254331683168317)	(44.0, 0.03480816831683168)	(45.0, 0.01547029702970297)	(46.0, 0.0406095297029703)	(47.0, 0.30553836633663367)	(48.0, 0.42930074257425743)	(49.0, 0.8025216584158416)	(50.0, 1.3729888613861385)	(51.0, 3.6761293316831685)	(52.0, 10.960705445544553)	(53.0, 16.543548886138616)	(54.0, 17.371209777227723)	(55.0, 17.80631188118812)	(56.0, 11.825108292079207)	(57.0, 7.938196163366337)	(58.0, 5.567373143564357)	(59.0, 3.150139232673267)	(60.0, 1.2221534653465347)	(61.0, 0.45830754950495045)	(62.0, 0.2610612623762376)	(63.0, 0.08508663366336634)	(64.0, 0.03674195544554455)	(65.0, 0.019337871287128713)	(66.0, 0.011602722772277228)	(67.0, 0.007735148514851485)	(68.0, 0.0019337871287128713)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873155_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.001853396348809193)	(45.0, 0.009266981744045964)	(46.0, 0.022240756185710316)	(47.0, 0.19089982392734686)	(48.0, 0.5801130571772773)	(49.0, 1.1175979983319433)	(50.0, 3.419516263552961)	(51.0, 9.333704012603095)	(52.0, 22.27041052729126)	(53.0, 19.05476786210731)	(54.0, 14.130293763321285)	(55.0, 9.721063849504215)	(56.0, 7.8454267445093135)	(57.0, 5.550922064683532)	(58.0, 2.52617922342693)	(59.0, 2.3037716615698267)	(60.0, 1.4104346214437957)	(61.0, 0.2261143545547215)	(62.0, 0.0759892503011769)	(63.0, 0.08710962839403207)	(64.0, 0.06857566490594014)	(65.0, 0.042628116022611434)	(66.0, 0.011120378092855158)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873155_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0018797699161622616)	(44.0, 0.0)	(45.0, 0.003759539832324523)	(46.0, 0.022557238993947144)	(47.0, 0.13534343396368284)	(48.0, 0.25376893868190536)	(49.0, 0.6579194706567916)	(50.0, 1.020715064476108)	(51.0, 4.152411744802436)	(52.0, 10.474077972856122)	(53.0, 19.01575247189744)	(54.0, 23.615549456746493)	(55.0, 20.166171660588745)	(56.0, 11.397045001691792)	(57.0, 5.0734990037219445)	(58.0, 1.9361630136471297)	(59.0, 1.077108161960976)	(60.0, 0.5188164968607842)	(61.0, 0.24061054926876949)	(62.0, 0.12970412421519606)	(63.0, 0.05639309748486785)	(64.0, 0.030076318658596186)	(65.0, 0.011278619496973572)	(66.0, 0.005639309748486786)	(67.0, 0.003759539832324523)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR12873156_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.00484742722799874)	(43.0, 0.00242371361399937)	(44.0, 0.00969485445599748)	(45.0, 0.021813422525994327)	(46.0, 0.029084563367992436)	(47.0, 0.09937225817397417)	(48.0, 0.5913861218158462)	(49.0, 1.4202961778036307)	(50.0, 3.507113599457088)	(51.0, 8.810198986887709)	(52.0, 13.066240093070602)	(53.0, 16.520031993019703)	(54.0, 16.905402457645604)	(55.0, 12.528175670762742)	(56.0, 8.090356043529896)	(57.0, 8.30364284156184)	(58.0, 4.360260791584866)	(59.0, 2.6830509706973023)	(60.0, 1.6578201119755689)	(61.0, 0.661673816621828)	(62.0, 0.32720133788991496)	(63.0, 0.15754138490995906)	(64.0, 0.16481252575195715)	(65.0, 0.05816912673598487)	(66.0, 0.016965995297995588)	(67.0, 0.00242371361399937)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
